TimeStamp: 00:00:04 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:00:14 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:00:24 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:00:34 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:00:45 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:00:55 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:01:05 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:01:15 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:01:36 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:01:46 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:01:56 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:02:07 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:02:17 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:02:27 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:02:38 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:02:48 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:02:58 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:03:08 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:03:19 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:03:29 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:03:39 	 Temp: 32.5 *F 	 Humidity: 56.8%
TimeStamp: 00:03:49 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:04:00 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:04:10 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:04:20 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:04:30 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:04:41 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:04:51 	 Temp: 32.4 *F 	 Humidity: 56.7%
TimeStamp: 00:05:01 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:05:11 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:05:32 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:05:42 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:05:53 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:06:03 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:06:13 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:06:23 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:06:34 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:06:44 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:06:54 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:07:04 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:07:25 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:07:35 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:07:45 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:07:56 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:08:06 	 Temp: 32.9 *F 	 Humidity: 57.0%
TimeStamp: 00:08:16 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:08:27 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:08:37 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:08:47 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:08:57 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:09:08 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:09:18 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:09:28 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:09:38 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:09:49 	 Temp: 32.4 *F 	 Humidity: 56.8%
TimeStamp: 00:09:59 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:10:09 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:10:19 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:10:30 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:10:40 	 Temp: 32.4 *F 	 Humidity: 57.0%
TimeStamp: 00:10:50 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:11:01 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:11:11 	 Temp: 32.4 *F 	 Humidity: 57.0%
TimeStamp: 00:11:21 	 Temp: 32.4 *F 	 Humidity: 56.9%
TimeStamp: 00:11:42 	 Temp: 32.4 *F 	 Humidity: 56.9%
