TimeStamp: 00:00:08 	 Temp: 31.8 *F 	 Humidity: 86.1%
TimeStamp: 00:00:18 	 Temp: 31.8 *F 	 Humidity: 86.1%
TimeStamp: 00:00:28 	 Temp: 31.6 *F 	 Humidity: 86.2%
TimeStamp: 00:00:49 	 Temp: 31.8 *F 	 Humidity: 86.3%
TimeStamp: 00:01:09 	 Temp: 31.6 *F 	 Humidity: 86.3%
TimeStamp: 00:01:19 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:01:30 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:01:40 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:01:50 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:02:01 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:02:11 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:02:21 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:02:42 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:03:02 	 Temp: 31.8 *F 	 Humidity: 86.3%
TimeStamp: 00:03:23 	 Temp: 31.8 *F 	 Humidity: 86.3%
TimeStamp: 00:03:33 	 Temp: 31.8 *F 	 Humidity: 86.3%
TimeStamp: 00:03:43 	 Temp: 31.8 *F 	 Humidity: 86.3%
TimeStamp: 00:03:53 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:04:14 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:04:24 	 Temp: 31.8 *F 	 Humidity: 86.4%
TimeStamp: 00:04:35 	 Temp: 31.8 *F 	 Humidity: 86.6%
TimeStamp: 00:04:45 	 Temp: 31.8 *F 	 Humidity: 86.5%
TimeStamp: 00:04:55 	 Temp: 31.8 *F 	 Humidity: 86.5%
TimeStamp: 00:05:05 	 Temp: 31.8 *F 	 Humidity: 86.6%
TimeStamp: 00:05:16 	 Temp: 31.8 *F 	 Humidity: 86.6%
TimeStamp: 00:05:26 	 Temp: 31.8 *F 	 Humidity: 86.6%
