TimeStamp: 00:00:03 	 Temp: 28.4 *F 	 Humidity: 64.4%
TimeStamp: 00:00:24 	 Temp: 28.6 *F 	 Humidity: 64.8%
TimeStamp: 00:00:44 	 Temp: 28.6 *F 	 Humidity: 64.7%
TimeStamp: 00:00:54 	 Temp: 28.6 *F 	 Humidity: 64.7%
TimeStamp: 00:01:05 	 Temp: 28.6 *F 	 Humidity: 64.6%
TimeStamp: 00:01:15 	 Temp: 28.6 *F 	 Humidity: 64.6%
TimeStamp: 00:01:25 	 Temp: 28.6 *F 	 Humidity: 64.5%
TimeStamp: 00:01:35 	 Temp: 28.6 *F 	 Humidity: 64.5%
TimeStamp: 00:01:46 	 Temp: 28.6 *F 	 Humidity: 64.5%
TimeStamp: 00:01:56 	 Temp: 28.6 *F 	 Humidity: 64.5%
TimeStamp: 00:02:17 	 Temp: 28.6 *F 	 Humidity: 64.5%
TimeStamp: 00:02:37 	 Temp: 28.6 *F 	 Humidity: 64.6%
TimeStamp: 00:02:47 	 Temp: 28.6 *F 	 Humidity: 64.5%
TimeStamp: 00:02:58 	 Temp: 28.6 *F 	 Humidity: 64.5%
TimeStamp: 00:03:08 	 Temp: 28.6 *F 	 Humidity: 64.4%
TimeStamp: 00:03:18 	 Temp: 28.6 *F 	 Humidity: 64.4%
TimeStamp: 00:03:28 	 Temp: 28.6 *F 	 Humidity: 64.3%
TimeStamp: 00:03:39 	 Temp: 28.6 *F 	 Humidity: 64.3%
TimeStamp: 00:03:49 	 Temp: 28.8 *F 	 Humidity: 64.4%
TimeStamp: 00:03:59 	 Temp: 28.6 *F 	 Humidity: 64.3%
TimeStamp: 00:04:09 	 Temp: 28.6 *F 	 Humidity: 64.3%
TimeStamp: 00:04:20 	 Temp: 28.6 *F 	 Humidity: 64.3%
TimeStamp: 00:04:30 	 Temp: 28.6 *F 	 Humidity: 64.3%
TimeStamp: 00:04:40 	 Temp: 28.6 *F 	 Humidity: 64.2%
TimeStamp: 00:04:50 	 Temp: 28.8 *F 	 Humidity: 64.1%
TimeStamp: 00:05:01 	 Temp: 28.8 *F 	 Humidity: 64.3%
TimeStamp: 00:05:11 	 Temp: 28.6 *F 	 Humidity: 64.3%
TimeStamp: 00:05:32 	 Temp: 28.6 *F 	 Humidity: 64.1%
TimeStamp: 00:05:42 	 Temp: 28.6 *F 	 Humidity: 64.1%
TimeStamp: 00:05:52 	 Temp: 28.6 *F 	 Humidity: 64.1%
TimeStamp: 00:06:02 	 Temp: 28.6 *F 	 Humidity: 64.0%
TimeStamp: 00:06:13 	 Temp: 28.8 *F 	 Humidity: 64.0%
TimeStamp: 00:06:23 	 Temp: 28.8 *F 	 Humidity: 63.8%
TimeStamp: 00:06:33 	 Temp: 28.6 *F 	 Humidity: 63.6%
TimeStamp: 00:06:43 	 Temp: 28.8 *F 	 Humidity: 63.7%
TimeStamp: 00:06:54 	 Temp: 28.8 *F 	 Humidity: 63.8%
TimeStamp: 00:07:04 	 Temp: 28.8 *F 	 Humidity: 63.8%
TimeStamp: 00:07:14 	 Temp: 28.8 *F 	 Humidity: 63.8%
TimeStamp: 00:07:24 	 Temp: 28.8 *F 	 Humidity: 64.0%
TimeStamp: 00:07:35 	 Temp: 28.8 *F 	 Humidity: 64.0%
TimeStamp: 00:07:55 	 Temp: 28.8 *F 	 Humidity: 64.1%
TimeStamp: 00:08:06 	 Temp: 28.8 *F 	 Humidity: 64.1%
TimeStamp: 00:08:16 	 Temp: 28.8 *F 	 Humidity: 64.0%
TimeStamp: 00:08:26 	 Temp: 28.8 *F 	 Humidity: 64.0%
TimeStamp: 00:08:36 	 Temp: 28.6 *F 	 Humidity: 63.9%
TimeStamp: 00:08:47 	 Temp: 28.6 *F 	 Humidity: 64.0%
TimeStamp: 00:08:57 	 Temp: 28.6 *F 	 Humidity: 63.9%
TimeStamp: 00:09:07 	 Temp: 28.8 *F 	 Humidity: 63.9%
TimeStamp: 00:09:17 	 Temp: 28.6 *F 	 Humidity: 63.8%
TimeStamp: 00:09:28 	 Temp: 28.6 *F 	 Humidity: 63.7%
TimeStamp: 00:09:38 	 Temp: 28.6 *F 	 Humidity: 63.7%
TimeStamp: 00:09:48 	 Temp: 28.6 *F 	 Humidity: 63.7%
TimeStamp: 00:09:58 	 Temp: 28.6 *F 	 Humidity: 63.8%
TimeStamp: 00:10:09 	 Temp: 28.8 *F 	 Humidity: 63.8%
TimeStamp: 00:10:19 	 Temp: 28.8 *F 	 Humidity: 63.8%
TimeStamp: 00:10:29 	 Temp: 28.6 *F 	 Humidity: 63.7%
TimeStamp: 00:10:40 	 Temp: 28.6 *F 	 Humidity: 63.6%
TimeStamp: 00:10:50 	 Temp: 28.6 *F 	 Humidity: 63.6%
TimeStamp: 00:11:00 	 Temp: 28.6 *F 	 Humidity: 63.6%
TimeStamp: 00:11:10 	 Temp: 28.6 *F 	 Humidity: 63.6%
TimeStamp: 00:11:21 	 Temp: 28.6 *F 	 Humidity: 63.7%
TimeStamp: 00:11:31 	 Temp: 28.6 *F 	 Humidity: 63.8%
TimeStamp: 00:11:41 	 Temp: 28.6 *F 	 Humidity: 63.8%
TimeStamp: 00:11:51 	 Temp: 28.6 *F 	 Humidity: 63.8%
TimeStamp: 00:12:02 	 Temp: 28.6 *F 	 Humidity: 63.9%
TimeStamp: 00:12:22 	 Temp: 28.6 *F 	 Humidity: 63.9%
TimeStamp: 00:12:32 	 Temp: 28.6 *F 	 Humidity: 64.0%
TimeStamp: 00:12:43 	 Temp: 28.6 *F 	 Humidity: 63.9%
